/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_16_581.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_16_581.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_16_581.jpg,0,0,0,7.98E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_16_733.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_16_733.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_16_733.jpg,0,0,0,7.84E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_16_844.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_16_844.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_16_844.jpg,0,0,0,7.79E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_16_958.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_16_958.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_16_958.jpg,0,0,0,8.14E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_17_077.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_17_077.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_17_077.jpg,0,0,0,7.80E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_17_189.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_17_189.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_17_189.jpg,0,0,0,7.93E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_17_292.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_17_292.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_17_292.jpg,0,0,0,7.82E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_17_395.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_17_395.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_17_395.jpg,0,0,0,7.83E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_17_531.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_17_531.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_17_531.jpg,0,0,0,7.87E-05
/Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/center_2019_07_30_22_13_17_638.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/left_2019_07_30_22_13_17_638.jpg, /Users/Toby/Desktop/finding-lanes/Data/IMG/IMG/right_2019_07_30_22_13_17_638.jpg,0,0,0,8.22E-05
